"daysIn","gamesIn","rollingSum","runID","natPos","Season","endDate","ppg"
126,5,5,"Derby County-1975",19,1975,1975-08-30,1.76190476190476
133,6,8,"Derby County-1975",12,1975,1975-09-06,1.76190476190476
140,7,11,"Derby County-1975",8,1975,1975-09-13,1.76190476190476
147,8,14,"Derby County-1975",7,1975,1975-09-20,1.76190476190476
151,9,17,"Derby County-1975",4,1975,1975-09-24,1.76190476190476
154,10,17,"Derby County-1975",6,1975,1975-09-27,1.76190476190476
161,11,20,"Derby County-1975",5,1975,1975-10-04,1.76190476190476
168,12,21,"Derby County-1975",5,1975,1975-10-11,1.76190476190476
175,13,24,"Derby County-1975",4,1975,1975-10-18,1.76190476190476
182,14,25,"Derby County-1975",4,1975,1975-10-25,1.76190476190476
189,15,28,"Derby County-1975",4,1975,1975-11-01,1.76190476190476
196,16,31,"Derby County-1975",2,1975,1975-11-08,1.76190476190476
203,17,34,"Derby County-1975",1,1975,1975-11-15,1.76190476190476
210,18,35,"Derby County-1975",1,1975,1975-11-22,1.76190476190476
217,19,38,"Derby County-1975",1,1975,1975-11-29,1.76190476190476
224,20,38,"Derby County-1975",2,1975,1975-12-06,1.76190476190476
231,21,39,"Derby County-1975",4,1975,1975-12-13,1.76190476190476
238,22,42,"Derby County-1975",3,1975,1975-12-20,1.76190476190476
244,23,42,"Derby County-1975",5,1975,1975-12-26,1.76190476190476
245,24,45,"Derby County-1975",4,1975,1975-12-27,1.76190476190476
259,25,45,"Derby County-1975",4,1975,1976-01-10,1.76190476190476
266,26,48,"Derby County-1975",4,1975,1976-01-17,1.76190476190476
280,27,51,"Derby County-1975",3,1975,1976-01-31,1.76190476190476
287,28,51,"Derby County-1975",4,1975,1976-02-07,1.76190476190476
298,29,54,"Derby County-1975",4,1975,1976-02-18,1.76190476190476
301,30,57,"Derby County-1975",4,1975,1976-02-21,1.76190476190476
305,31,58,"Derby County-1975",4,1975,1976-02-25,1.76190476190476
308,32,59,"Derby County-1975",4,1975,1976-02-28,1.76190476190476
311,33,60,"Derby County-1975",4,1975,1976-03-02,1.76190476190476
322,34,63,"Derby County-1975",4,1975,1976-03-13,1.76190476190476
329,35,66,"Derby County-1975",4,1975,1976-03-20,1.76190476190476
333,36,67,"Derby County-1975",3,1975,1976-03-24,1.76190476190476
336,37,70,"Derby County-1975",3,1975,1976-03-27,1.76190476190476
350,38,70,"Derby County-1975",4,1975,1976-04-10,1.76190476190476
357,39,71,"Derby County-1975",5,1975,1976-04-17,1.76190476190476
359,40,71,"Derby County-1975",5,1975,1976-04-19,1.76190476190476
361,41,71,"Derby County-1975",5,1975,1976-04-21,1.76190476190476
364,42,74,"Derby County-1975",4,1975,1976-04-24,1.76190476190476
0,0,0,"Everton-1891",14,1891,1891-09-05,1.6
2,1,3,"Everton-1891",9,1891,1891-09-07,1.6
14,2,6,"Everton-1891",7,1891,1891-09-19,1.6
21,3,7,"Everton-1891",5,1891,1891-09-26,1.6
28,4,7,"Everton-1891",9,1891,1891-10-03,1.6
35,5,8,"Everton-1891",7,1891,1891-10-10,1.6
42,6,8,"Everton-1891",11,1891,1891-10-17,1.6
49,7,11,"Everton-1891",7,1891,1891-10-24,1.6
56,8,11,"Everton-1891",7,1891,1891-10-31,1.6
63,9,14,"Everton-1891",7,1891,1891-11-07,1.6
70,10,14,"Everton-1891",9,1891,1891-11-14,1.6
77,11,14,"Everton-1891",10,1891,1891-11-21,1.6
84,12,17,"Everton-1891",10,1891,1891-11-28,1.6
91,13,18,"Everton-1891",9,1891,1891-12-05,1.6
98,14,21,"Everton-1891",5,1891,1891-12-12,1.6
111,15,21,"Everton-1891",8,1891,1891-12-25,1.6
114,16,24,"Everton-1891",7,1891,1891-12-28,1.6
119,17,25,"Everton-1891",7,1891,1892-01-02,1.6
126,18,28,"Everton-1891",5,1891,1892-01-09,1.6
161,19,28,"Everton-1891",6,1891,1892-02-13,1.6
182,20,31,"Everton-1891",6,1891,1892-03-05,1.6
189,21,34,"Everton-1891",6,1891,1892-03-12,1.6
196,22,37,"Everton-1891",5,1891,1892-03-19,1.6
223,23,37,"Everton-1891",7,1891,1892-04-15,1.6
224,24,40,"Everton-1891",5,1891,1892-04-16,1.6
226,25,40,"Everton-1891",5,1891,1892-04-18,1.6
0,0,0,"Everton-1928",1,1927,1928-05-05,1.30952380952381
112,1,3,"Everton-1928",7,1928,1928-08-25,1.30952380952381
116,2,4,"Everton-1928",9,1928,1928-08-29,1.30952380952381
119,3,7,"Everton-1928",1,1928,1928-09-01,1.30952380952381
121,4,7,"Everton-1928",3,1928,1928-09-03,1.30952380952381
126,5,10,"Everton-1928",2,1928,1928-09-08,1.30952380952381
133,6,10,"Everton-1928",5,1928,1928-09-15,1.30952380952381
140,7,10,"Everton-1928",13,1928,1928-09-22,1.30952380952381
147,8,13,"Everton-1928",8,1928,1928-09-29,1.30952380952381
154,9,16,"Everton-1928",5,1928,1928-10-06,1.30952380952381
161,10,16,"Everton-1928",10,1928,1928-10-13,1.30952380952381
168,11,19,"Everton-1928",6,1928,1928-10-20,1.30952380952381
175,12,19,"Everton-1928",7,1928,1928-10-27,1.30952380952381
182,13,19,"Everton-1928",10,1928,1928-11-03,1.30952380952381
189,14,22,"Everton-1928",7,1928,1928-11-10,1.30952380952381
196,15,22,"Everton-1928",9,1928,1928-11-17,1.30952380952381
203,16,25,"Everton-1928",7,1928,1928-11-24,1.30952380952381
210,17,25,"Everton-1928",13,1928,1928-12-01,1.30952380952381
217,18,28,"Everton-1928",9,1928,1928-12-08,1.30952380952381
224,19,29,"Everton-1928",9,1928,1928-12-15,1.30952380952381
231,20,32,"Everton-1928",8,1928,1928-12-22,1.30952380952381
234,21,33,"Everton-1928",6,1928,1928-12-25,1.30952380952381
238,22,36,"Everton-1928",7,1928,1928-12-29,1.30952380952381
241,23,39,"Everton-1928",5,1928,1929-01-01,1.30952380952381
245,24,39,"Everton-1928",7,1928,1929-01-05,1.30952380952381
259,25,39,"Everton-1928",9,1928,1929-01-19,1.30952380952381
266,26,39,"Everton-1928",9,1928,1929-01-26,1.30952380952381
273,27,39,"Everton-1928",10,1928,1929-02-02,1.30952380952381
280,28,42,"Everton-1928",9,1928,1929-02-09,1.30952380952381
294,29,45,"Everton-1928",8,1928,1929-02-23,1.30952380952381
308,30,45,"Everton-1928",8,1928,1929-03-09,1.30952380952381
315,31,48,"Everton-1928",9,1928,1929-03-16,1.30952380952381
322,32,51,"Everton-1928",8,1928,1929-03-23,1.30952380952381
328,33,52,"Everton-1928",8,1928,1929-03-29,1.30952380952381
329,34,52,"Everton-1928",8,1928,1929-03-30,1.30952380952381
332,35,52,"Everton-1928",11,1928,1929-04-02,1.30952380952381
336,36,55,"Everton-1928",11,1928,1929-04-06,1.30952380952381
340,37,55,"Everton-1928",11,1928,1929-04-10,1.30952380952381
343,38,55,"Everton-1928",11,1928,1929-04-13,1.30952380952381
350,39,55,"Everton-1928",12,1928,1929-04-20,1.30952380952381
352,40,55,"Everton-1928",13,1928,1929-04-22,1.30952380952381
357,41,55,"Everton-1928",14,1928,1929-04-27,1.30952380952381
364,42,55,"Everton-1928",18,1928,1929-05-04,1.30952380952381
0,0,0,"Everton-1932",1,1931,1932-05-07,1.35714285714286
112,1,0,"Everton-1932",18,1932,1932-08-27,1.35714285714286
116,2,3,"Everton-1932",13,1932,1932-08-31,1.35714285714286
119,3,6,"Everton-1932",8,1932,1932-09-03,1.35714285714286
121,4,6,"Everton-1932",9,1932,1932-09-05,1.35714285714286
126,5,6,"Everton-1932",16,1932,1932-09-10,1.35714285714286
133,6,9,"Everton-1932",11,1932,1932-09-17,1.35714285714286
140,7,9,"Everton-1932",14,1932,1932-09-24,1.35714285714286
147,8,12,"Everton-1932",12,1932,1932-10-01,1.35714285714286
154,9,15,"Everton-1932",9,1932,1932-10-08,1.35714285714286
161,10,15,"Everton-1932",11,1932,1932-10-15,1.35714285714286
168,11,16,"Everton-1932",10,1932,1932-10-22,1.35714285714286
175,12,17,"Everton-1932",10,1932,1932-10-29,1.35714285714286
182,13,20,"Everton-1932",10,1932,1932-11-05,1.35714285714286
189,14,21,"Everton-1932",9,1932,1932-11-12,1.35714285714286
196,15,24,"Everton-1932",9,1932,1932-11-19,1.35714285714286
203,16,25,"Everton-1932",9,1932,1932-11-26,1.35714285714286
210,17,25,"Everton-1932",9,1932,1932-12-03,1.35714285714286
217,18,28,"Everton-1932",9,1932,1932-12-10,1.35714285714286
224,19,28,"Everton-1932",8,1932,1932-12-17,1.35714285714286
231,20,31,"Everton-1932",7,1932,1932-12-24,1.35714285714286
233,21,31,"Everton-1932",8,1932,1932-12-26,1.35714285714286
234,22,34,"Everton-1932",7,1932,1932-12-27,1.35714285714286
238,23,34,"Everton-1932",8,1932,1932-12-31,1.35714285714286
245,24,34,"Everton-1932",10,1932,1933-01-07,1.35714285714286
259,25,37,"Everton-1932",10,1932,1933-01-21,1.35714285714286
270,26,37,"Everton-1932",10,1932,1933-02-01,1.35714285714286
273,27,38,"Everton-1932",10,1932,1933-02-04,1.35714285714286
280,28,38,"Everton-1932",11,1932,1933-02-11,1.35714285714286
291,29,38,"Everton-1932",11,1932,1933-02-22,1.35714285714286
294,30,41,"Everton-1932",11,1932,1933-02-25,1.35714285714286
305,31,44,"Everton-1932",11,1932,1933-03-08,1.35714285714286
308,32,45,"Everton-1932",10,1932,1933-03-11,1.35714285714286
322,33,45,"Everton-1932",12,1932,1933-03-25,1.35714285714286
329,34,46,"Everton-1932",13,1932,1933-04-01,1.35714285714286
333,35,47,"Everton-1932",11,1932,1933-04-05,1.35714285714286
336,36,50,"Everton-1932",10,1932,1933-04-08,1.35714285714286
343,37,53,"Everton-1932",11,1932,1933-04-15,1.35714285714286
345,38,53,"Everton-1932",11,1932,1933-04-17,1.35714285714286
346,39,53,"Everton-1932",11,1932,1933-04-18,1.35714285714286
350,40,54,"Everton-1932",10,1932,1933-04-22,1.35714285714286
361,41,57,"Everton-1932",10,1932,1933-05-03,1.35714285714286
364,42,57,"Everton-1932",11,1932,1933-05-06,1.35714285714286
0,0,0,"Everton-1939",1,1938,1939-05-06,1.66666666666667
112,1,1,"Everton-1939",11,1939,1939-08-26,1.66666666666667
114,2,4,"Everton-1939",7,1939,1939-08-28,1.66666666666667
119,3,5,"Everton-1939",6,1939,1939-09-02,1.66666666666667
0,0,0,"Everton-1963",1,1962,1963-05-11,1.73809523809524
105,1,3,"Everton-1963",1,1963,1963-08-24,1.73809523809524
112,2,3,"Everton-1963",14,1963,1963-08-31,1.73809523809524
116,3,6,"Everton-1963",9,1963,1963-09-04,1.73809523809524
119,4,6,"Everton-1963",16,1963,1963-09-07,1.73809523809524
123,5,9,"Everton-1963",10,1963,1963-09-11,1.73809523809524
126,6,10,"Everton-1963",11,1963,1963-09-14,1.73809523809524
133,7,13,"Everton-1963",11,1963,1963-09-21,1.73809523809524
140,8,13,"Everton-1963",12,1963,1963-09-28,1.73809523809524
144,9,16,"Everton-1963",11,1963,1963-10-02,1.73809523809524
147,10,19,"Everton-1963",9,1963,1963-10-05,1.73809523809524
149,11,22,"Everton-1963",6,1963,1963-10-07,1.73809523809524
157,12,25,"Everton-1963",4,1963,1963-10-15,1.73809523809524
161,13,25,"Everton-1963",8,1963,1963-10-19,1.73809523809524
168,14,28,"Everton-1963",6,1963,1963-10-26,1.73809523809524
175,15,29,"Everton-1963",5,1963,1963-11-02,1.73809523809524
182,16,29,"Everton-1963",8,1963,1963-11-09,1.73809523809524
189,17,30,"Everton-1963",7,1963,1963-11-16,1.73809523809524
196,18,33,"Everton-1963",6,1963,1963-11-23,1.73809523809524
203,19,34,"Everton-1963",7,1963,1963-11-30,1.73809523809524
210,20,35,"Everton-1963",7,1963,1963-12-07,1.73809523809524
213,21,35,"Everton-1963",7,1963,1963-12-10,1.73809523809524
217,22,36,"Everton-1963",8,1963,1963-12-14,1.73809523809524
224,23,39,"Everton-1963",6,1963,1963-12-21,1.73809523809524
229,24,39,"Everton-1963",8,1963,1963-12-26,1.73809523809524
231,25,39,"Everton-1963",10,1963,1963-12-28,1.73809523809524
245,26,42,"Everton-1963",7,1963,1964-01-11,1.73809523809524
252,27,43,"Everton-1963",8,1963,1964-01-18,1.73809523809524
266,28,46,"Everton-1963",8,1963,1964-02-01,1.73809523809524
273,29,49,"Everton-1963",6,1963,1964-02-08,1.73809523809524
283,30,52,"Everton-1963",4,1963,1964-02-18,1.73809523809524
287,31,53,"Everton-1963",5,1963,1964-02-22,1.73809523809524
293,32,56,"Everton-1963",2,1963,1964-02-28,1.73809523809524
301,33,59,"Everton-1963",4,1963,1964-03-07,1.73809523809524
308,34,62,"Everton-1963",2,1963,1964-03-14,1.73809523809524
315,35,65,"Everton-1963",1,1963,1964-03-21,1.73809523809524
321,36,66,"Everton-1963",1,1963,1964-03-27,1.73809523809524
322,37,69,"Everton-1963",1,1963,1964-03-28,1.73809523809524
325,38,69,"Everton-1963",2,1963,1964-03-31,1.73809523809524
329,39,69,"Everton-1963",2,1963,1964-04-04,1.73809523809524
336,40,70,"Everton-1963",2,1963,1964-04-11,1.73809523809524
343,41,70,"Everton-1963",3,1963,1964-04-18,1.73809523809524
350,42,73,"Everton-1963",3,1963,1964-04-25,1.73809523809524
0,0,0,"Everton-1970",1,1969,1970-04-08,1.16666666666667
129,1,1,"Everton-1970",9,1970,1970-08-15,1.16666666666667
132,2,2,"Everton-1970",9,1970,1970-08-18,1.16666666666667
136,3,2,"Everton-1970",16,1970,1970-08-22,1.16666666666667
140,4,3,"Everton-1970",13,1970,1970-08-26,1.16666666666667
143,5,3,"Everton-1970",18,1970,1970-08-29,1.16666666666667
147,6,3,"Everton-1970",20,1970,1970-09-02,1.16666666666667
150,7,6,"Everton-1970",16,1970,1970-09-05,1.16666666666667
157,8,9,"Everton-1970",14,1970,1970-09-12,1.16666666666667
164,9,12,"Everton-1970",10,1970,1970-09-19,1.16666666666667
171,10,15,"Everton-1970",8,1970,1970-09-26,1.16666666666667
178,11,15,"Everton-1970",12,1970,1970-10-03,1.16666666666667
185,12,16,"Everton-1970",11,1970,1970-10-10,1.16666666666667
192,13,16,"Everton-1970",13,1970,1970-10-17,1.16666666666667
199,14,19,"Everton-1970",10,1970,1970-10-24,1.16666666666667
206,15,19,"Everton-1970",12,1970,1970-10-31,1.16666666666667
213,16,22,"Everton-1970",11,1970,1970-11-07,1.16666666666667
220,17,23,"Everton-1970",11,1970,1970-11-14,1.16666666666667
227,18,23,"Everton-1970",13,1970,1970-11-21,1.16666666666667
234,19,24,"Everton-1970",13,1970,1970-11-28,1.16666666666667
241,20,25,"Everton-1970",12,1970,1970-12-05,1.16666666666667
248,21,28,"Everton-1970",12,1970,1970-12-12,1.16666666666667
255,22,28,"Everton-1970",12,1970,1970-12-19,1.16666666666667
262,23,28,"Everton-1970",13,1970,1970-12-26,1.16666666666667
276,24,29,"Everton-1970",13,1970,1971-01-09,1.16666666666667
283,25,32,"Everton-1970",12,1970,1971-01-16,1.16666666666667
297,26,32,"Everton-1970",13,1970,1971-01-30,1.16666666666667
304,27,35,"Everton-1970",11,1970,1971-02-06,1.16666666666667
314,28,36,"Everton-1970",12,1970,1971-02-16,1.16666666666667
318,29,37,"Everton-1970",12,1970,1971-02-20,1.16666666666667
321,30,40,"Everton-1970",9,1970,1971-02-23,1.16666666666667
325,31,41,"Everton-1970",10,1970,1971-02-27,1.16666666666667
339,32,44,"Everton-1970",9,1970,1971-03-13,1.16666666666667
344,33,44,"Everton-1970",9,1970,1971-03-18,1.16666666666667
346,34,44,"Everton-1970",10,1970,1971-03-20,1.16666666666667
356,35,44,"Everton-1970",10,1970,1971-03-30,1.16666666666667
360,36,44,"Everton-1970",12,1970,1971-04-03,1.16666666666667
363,37,45,"Everton-1970",12,1970,1971-04-06,1.16666666666667
367,38,45,"Everton-1970",13,1970,1971-04-10,1.16666666666667
369,39,48,"Everton-1970",10,1970,1971-04-12,1.16666666666667
374,40,48,"Everton-1970",13,1970,1971-04-17,1.16666666666667
381,41,49,"Everton-1970",13,1970,1971-04-24,1.16666666666667
388,42,49,"Everton-1970",14,1970,1971-05-01,1.16666666666667
0,0,0,"Everton-1985",1,1984,1985-05-28,2.04761904761905
81,1,0,"Everton-1985",20,1985,1985-08-17,2.04761904761905
84,2,3,"Everton-1985",7,1985,1985-08-20,2.04761904761905
88,3,4,"Everton-1985",11,1985,1985-08-24,2.04761904761905
90,4,7,"Everton-1985",6,1985,1985-08-26,2.04761904761905
95,5,10,"Everton-1985",5,1985,1985-08-31,2.04761904761905
98,6,13,"Everton-1985",2,1985,1985-09-03,2.04761904761905
102,7,13,"Everton-1985",4,1985,1985-09-07,2.04761904761905
109,8,16,"Everton-1985",2,1985,1985-09-14,2.04761904761905
116,9,16,"Everton-1985",6,1985,1985-09-21,2.04761904761905
123,10,17,"Everton-1985",5,1985,1985-09-28,2.04761904761905
130,11,20,"Everton-1985",4,1985,1985-10-05,2.04761904761905
137,12,20,"Everton-1985",6,1985,1985-10-12,2.04761904761905
144,13,23,"Everton-1985",6,1985,1985-10-19,2.04761904761905
151,14,24,"Everton-1985",4,1985,1985-10-26,2.04761904761905
158,15,24,"Everton-1985",7,1985,1985-11-02,2.04761904761905
165,16,27,"Everton-1985",6,1985,1985-11-09,2.04761904761905
172,17,30,"Everton-1985",6,1985,1985-11-16,2.04761904761905
179,18,31,"Everton-1985",6,1985,1985-11-23,2.04761904761905
186,19,34,"Everton-1985",6,1985,1985-11-30,2.04761904761905
193,20,37,"Everton-1985",6,1985,1985-12-07,2.04761904761905
200,21,37,"Everton-1985",6,1985,1985-12-14,2.04761904761905
207,22,40,"Everton-1985",6,1985,1985-12-21,2.04761904761905
212,23,43,"Everton-1985",5,1985,1985-12-26,2.04761904761905
214,24,46,"Everton-1985",3,1985,1985-12-28,2.04761904761905
218,25,47,"Everton-1985",2,1985,1986-01-01,2.04761904761905
228,26,50,"Everton-1985",2,1985,1986-01-11,2.04761904761905
235,27,53,"Everton-1985",2,1985,1986-01-18,2.04761904761905
249,28,56,"Everton-1985",1,1985,1986-02-01,2.04761904761905
259,29,59,"Everton-1985",1,1985,1986-02-11,2.04761904761905
270,30,62,"Everton-1985",1,1985,1986-02-22,2.04761904761905
277,31,65,"Everton-1985",1,1985,1986-03-01,2.04761904761905
292,32,66,"Everton-1985",1,1985,1986-03-16,2.04761904761905
298,33,66,"Everton-1985",1,1985,1986-03-22,2.04761904761905
305,34,69,"Everton-1985",1,1985,1986-03-29,2.04761904761905
307,35,70,"Everton-1985",2,1985,1986-03-31,2.04761904761905
319,36,73,"Everton-1985",2,1985,1986-04-12,2.04761904761905
322,37,76,"Everton-1985",1,1985,1986-04-15,2.04761904761905
326,38,79,"Everton-1985",2,1985,1986-04-19,2.04761904761905
333,39,80,"Everton-1985",2,1985,1986-04-26,2.04761904761905
337,40,80,"Everton-1985",3,1985,1986-04-30,2.04761904761905
340,41,83,"Everton-1985",3,1985,1986-05-03,2.04761904761905
342,42,86,"Everton-1985",2,1985,1986-05-05,2.04761904761905
0,0,0,"Everton-1987",1,1986,1987-05-11,1.75
96,1,3,"Everton-1987",6,1987,1987-08-15,1.75
99,2,4,"Everton-1987",4,1987,1987-08-18,1.75
103,3,5,"Everton-1987",8,1987,1987-08-22,1.75
110,4,8,"Everton-1987",4,1987,1987-08-29,1.75
114,5,8,"Everton-1987",7,1987,1987-09-02,1.75
117,6,9,"Everton-1987",8,1987,1987-09-05,1.75
124,7,9,"Everton-1987",9,1987,1987-09-12,1.75
131,8,12,"Everton-1987",7,1987,1987-09-19,1.75
138,9,12,"Everton-1987",9,1987,1987-09-26,1.75
145,10,15,"Everton-1987",9,1987,1987-10-03,1.75
152,11,18,"Everton-1987",8,1987,1987-10-10,1.75
159,12,19,"Everton-1987",8,1987,1987-10-17,1.75
166,13,22,"Everton-1987",6,1987,1987-10-24,1.75
174,14,22,"Everton-1987",7,1987,1987-11-01,1.75
187,15,25,"Everton-1987",5,1987,1987-11-14,1.75
194,16,28,"Everton-1987",5,1987,1987-11-21,1.75
201,17,29,"Everton-1987",5,1987,1987-11-28,1.75
208,18,30,"Everton-1987",5,1987,1987-12-05,1.75
215,19,33,"Everton-1987",3,1987,1987-12-12,1.75
222,20,34,"Everton-1987",5,1987,1987-12-19,1.75
229,21,37,"Everton-1987",4,1987,1987-12-26,1.75
231,22,37,"Everton-1987",5,1987,1987-12-28,1.75
235,23,37,"Everton-1987",6,1987,1988-01-01,1.75
237,24,40,"Everton-1987",5,1987,1988-01-03,1.75
250,25,43,"Everton-1987",3,1987,1988-01-16,1.75
278,26,46,"Everton-1987",4,1987,1988-02-13,1.75
292,27,49,"Everton-1987",4,1987,1988-02-27,1.75
299,28,52,"Everton-1987",4,1987,1988-03-05,1.75
303,29,52,"Everton-1987",4,1987,1988-03-09,1.75
306,30,53,"Everton-1987",3,1987,1988-03-12,1.75
314,31,56,"Everton-1987",3,1987,1988-03-20,1.75
320,32,59,"Everton-1987",3,1987,1988-03-26,1.75
323,33,60,"Everton-1987",3,1987,1988-03-29,1.75
329,34,61,"Everton-1987",4,1987,1988-04-04,1.75
334,35,64,"Everton-1987",3,1987,1988-04-09,1.75
344,36,67,"Everton-1987",3,1987,1988-04-19,1.75
348,37,68,"Everton-1987",3,1987,1988-04-23,1.75
355,38,69,"Everton-1987",3,1987,1988-04-30,1.75
357,39,70,"Everton-1987",3,1987,1988-05-02,1.75
362,40,70,"Everton-1987",4,1987,1988-05-07,1.75
0,0,0,"Huddersfield Town-1925",1,1924,1925-05-02,1.9047619047619
119,1,1,"Huddersfield Town-1925",11,1925,1925-08-29,1.9047619047619
126,2,4,"Huddersfield Town-1925",8,1925,1925-09-05,1.9047619047619
129,3,7,"Huddersfield Town-1925",5,1925,1925-09-08,1.9047619047619
133,4,8,"Huddersfield Town-1925",5,1925,1925-09-12,1.9047619047619
137,5,11,"Huddersfield Town-1925",5,1925,1925-09-16,1.9047619047619
140,6,12,"Huddersfield Town-1925",3,1925,1925-09-19,1.9047619047619
147,7,13,"Huddersfield Town-1925",5,1925,1925-09-26,1.9047619047619
154,8,16,"Huddersfield Town-1925",3,1925,1925-10-03,1.9047619047619
161,9,19,"Huddersfield Town-1925",3,1925,1925-10-10,1.9047619047619
168,10,22,"Huddersfield Town-1925",2,1925,1925-10-17,1.9047619047619
175,11,22,"Huddersfield Town-1925",4,1925,1925-10-24,1.9047619047619
182,12,23,"Huddersfield Town-1925",3,1925,1925-10-31,1.9047619047619
196,13,23,"Huddersfield Town-1925",7,1925,1925-11-14,1.9047619047619
203,14,26,"Huddersfield Town-1925",6,1925,1925-11-21,1.9047619047619
207,15,27,"Huddersfield Town-1925",4,1925,1925-11-25,1.9047619047619
210,16,30,"Huddersfield Town-1925",5,1925,1925-11-28,1.9047619047619
217,17,31,"Huddersfield Town-1925",4,1925,1925-12-05,1.9047619047619
224,18,31,"Huddersfield Town-1925",4,1925,1925-12-12,1.9047619047619
231,19,34,"Huddersfield Town-1925",3,1925,1925-12-19,1.9047619047619
238,20,35,"Huddersfield Town-1925",3,1925,1925-12-26,1.9047619047619
240,21,38,"Huddersfield Town-1925",3,1925,1925-12-28,1.9047619047619
245,22,39,"Huddersfield Town-1925",3,1925,1926-01-02,1.9047619047619
259,23,42,"Huddersfield Town-1925",3,1925,1926-01-16,1.9047619047619
263,24,42,"Huddersfield Town-1925",3,1925,1926-01-20,1.9047619047619
266,25,45,"Huddersfield Town-1925",3,1925,1926-01-23,1.9047619047619
280,26,48,"Huddersfield Town-1925",2,1925,1926-02-06,1.9047619047619
285,27,48,"Huddersfield Town-1925",2,1925,1926-02-11,1.9047619047619
287,28,51,"Huddersfield Town-1925",2,1925,1926-02-13,1.9047619047619
294,29,52,"Huddersfield Town-1925",1,1925,1926-02-20,1.9047619047619
301,30,55,"Huddersfield Town-1925",1,1925,1926-02-27,1.9047619047619
305,31,58,"Huddersfield Town-1925",1,1925,1926-03-03,1.9047619047619
308,32,61,"Huddersfield Town-1925",1,1925,1926-03-06,1.9047619047619
315,33,64,"Huddersfield Town-1925",1,1925,1926-03-13,1.9047619047619
322,34,67,"Huddersfield Town-1925",1,1925,1926-03-20,1.9047619047619
329,35,70,"Huddersfield Town-1925",1,1925,1926-03-27,1.9047619047619
336,36,70,"Huddersfield Town-1925",1,1925,1926-04-03,1.9047619047619
338,37,71,"Huddersfield Town-1925",1,1925,1926-04-05,1.9047619047619
339,38,74,"Huddersfield Town-1925",1,1925,1926-04-06,1.9047619047619
343,39,77,"Huddersfield Town-1925",1,1925,1926-04-10,1.9047619047619
345,40,80,"Huddersfield Town-1925",1,1925,1926-04-12,1.9047619047619
350,41,80,"Huddersfield Town-1925",1,1925,1926-04-17,1.9047619047619
364,42,80,"Huddersfield Town-1925",1,1925,1926-05-01,1.9047619047619
0,0,0,"Huddersfield Town-1926",1,1925,1926-05-01,1.61904761904762
119,1,1,"Huddersfield Town-1926",11,1926,1926-08-28,1.61904761904762
121,2,4,"Huddersfield Town-1926",4,1926,1926-08-30,1.61904761904762
126,3,4,"Huddersfield Town-1926",9,1926,1926-09-04,1.61904761904762
130,4,5,"Huddersfield Town-1926",11,1926,1926-09-08,1.61904761904762
133,5,6,"Huddersfield Town-1926",9,1926,1926-09-11,1.61904761904762
136,6,7,"Huddersfield Town-1926",7,1926,1926-09-14,1.61904761904762
140,7,10,"Huddersfield Town-1926",6,1926,1926-09-18,1.61904761904762
147,8,11,"Huddersfield Town-1926",8,1926,1926-09-25,1.61904761904762
154,9,14,"Huddersfield Town-1926",6,1926,1926-10-02,1.61904761904762
161,10,15,"Huddersfield Town-1926",8,1926,1926-10-09,1.61904761904762
168,11,16,"Huddersfield Town-1926",8,1926,1926-10-16,1.61904761904762
175,12,17,"Huddersfield Town-1926",8,1926,1926-10-23,1.61904761904762
182,13,20,"Huddersfield Town-1926",6,1926,1926-10-30,1.61904761904762
189,14,23,"Huddersfield Town-1926",4,1926,1926-11-06,1.61904761904762
196,15,24,"Huddersfield Town-1926",3,1926,1926-11-13,1.61904761904762
203,16,25,"Huddersfield Town-1926",5,1926,1926-11-20,1.61904761904762
210,17,28,"Huddersfield Town-1926",3,1926,1926-11-27,1.61904761904762
217,18,29,"Huddersfield Town-1926",4,1926,1926-12-04,1.61904761904762
224,19,32,"Huddersfield Town-1926",3,1926,1926-12-11,1.61904761904762
231,20,32,"Huddersfield Town-1926",4,1926,1926-12-18,1.61904761904762
238,21,32,"Huddersfield Town-1926",5,1926,1926-12-25,1.61904761904762
240,22,35,"Huddersfield Town-1926",4,1926,1926-12-27,1.61904761904762
245,23,36,"Huddersfield Town-1926",4,1926,1927-01-01,1.61904761904762
259,24,39,"Huddersfield Town-1926",4,1926,1927-01-15,1.61904761904762
266,25,42,"Huddersfield Town-1926",3,1926,1927-01-22,1.61904761904762
273,26,45,"Huddersfield Town-1926",2,1926,1927-01-29,1.61904761904762
280,27,45,"Huddersfield Town-1926",4,1926,1927-02-05,1.61904761904762
287,28,48,"Huddersfield Town-1926",2,1926,1927-02-12,1.61904761904762
294,29,51,"Huddersfield Town-1926",1,1926,1927-02-19,1.61904761904762
301,30,52,"Huddersfield Town-1926",2,1926,1927-02-26,1.61904761904762
315,31,55,"Huddersfield Town-1926",2,1926,1927-03-12,1.61904761904762
322,32,56,"Huddersfield Town-1926",2,1926,1927-03-19,1.61904761904762
324,33,56,"Huddersfield Town-1926",2,1926,1927-03-21,1.61904761904762
329,34,59,"Huddersfield Town-1926",2,1926,1927-03-26,1.61904761904762
336,35,62,"Huddersfield Town-1926",2,1926,1927-04-02,1.61904761904762
343,36,62,"Huddersfield Town-1926",3,1926,1927-04-09,1.61904761904762
349,37,62,"Huddersfield Town-1926",3,1926,1927-04-15,1.61904761904762
